datetime,Uwind_meterPerSecond,Vwind_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Relative_Humidity_percent,Cloud_Cover_decimalFraction,Precipitation_meterPerSecond,Shortwave_Radiation_Downwelling_wattPerMeterSquared
2015-05-03 22:00:00,-1.18,1.61,101050,3.25,70.44,0.917,0,0.255
2015-05-03 23:00:00,-1.11,1.89,101000,3.74,69.73,0.927,0,0.255
2015-05-04 00:00:00,-1.12,1.42,100930,3.27,73.81,0.938,0,0.255
2015-05-04 01:00:00,-1.26,1.44,100850,3.16,74.51,0.948,0,0.255
2015-05-04 02:00:00,-0.83,2.26,100760,4.48,64.9,0.958,0,0.255
2015-05-04 03:00:00,-1.31,2.82,100730,4.37,71.33,0.969,0,0.344
2015-05-04 04:00:00,-1.04,0.79,100690,3.43,77.68,0.979,0,2.654
2015-05-04 05:00:00,-0.22,0.63,100650,3.38,78.49,0.99,0,28.528
2015-05-04 06:00:00,-0.56,2.3,100620,4.27,69.88,1,0,64.91
2015-05-04 07:00:00,-1.09,2.46,100550,4.24,68.79,1,0,86.605
2015-05-04 08:00:00,-0.99,2.55,100510,2.97,81.6,1,1.11112e-07,86.847
2015-05-04 09:00:00,-0.73,0.93,100510,1.2,96.6,1,6.38894e-07,69.24
2015-05-04 10:00:00,-0.32,0.47,100540,0.82,98.8,1,5.83338e-07,78.601
2015-05-04 11:00:00,-0.14,0.14,100550,0.45,99.6,1,7.50006e-07,77.417
2015-05-04 12:00:00,-0.29,0.16,100560,0.47,100,1,5.83338e-07,121.891
2015-05-04 13:00:00,-0.02,-0.49,100570,0.76,100,1,1.3889e-07,95.549
2015-05-04 14:00:00,0.21,-0.43,100570,1.25,100,1,8.3334e-08,112.214
2015-05-04 15:00:00,0.29,-0.3,100580,1.75,100,1,2.7778e-08,149.268
2015-05-04 16:00:00,0.35,-0.16,100580,2.08,100,1,0,94.228
2015-05-04 17:00:00,0.2,-0.26,100570,2.29,100,1,0,83.19
2015-05-04 18:00:00,0.18,-0.19,100590,2.57,100,1,0,54.81
2015-05-04 19:00:00,0.2,-0.09,100630,2.48,100,1,0,16.899
2015-05-04 20:00:00,-0.28,0.43,100690,2.12,100,1,0,2.464
2015-05-04 21:00:00,-0.35,0.59,100720,1.36,100,1,0,0.267
2015-05-04 22:00:00,-0.5,0.53,100770,1.11,100,1,0,0.256
2015-05-04 23:00:00,-0.35,0.71,100810,0.79,100,1,0,0.256
2015-05-05 00:00:00,-0.26,0.52,100840,0.75,100,1,0,0.256
2015-05-05 01:00:00,-0.29,0.48,100880,0.92,100,1,0,0.256
2015-05-05 02:00:00,-0.43,0.61,100880,1.17,100,1,0,0.256
2015-05-05 03:00:00,-0.1,0.18,100840,1.34,100,1,0,0.647
2015-05-05 04:00:00,-0.48,0.59,100850,1.27,100,1,0,6.425
2015-05-05 05:00:00,-0.03,0.04,100880,1.66,100,1,0,23.522
2015-05-05 06:00:00,0,0,100880,2.19,100,1,0,47.047
2015-05-05 07:00:00,-0.43,0.36,100850,2.71,100,1,0,82.85
2015-05-05 08:00:00,-0.97,0.42,100820,3.01,100,1,0,85.137
2015-05-05 09:00:00,-0.48,0.21,100790,3.5,100,1,0,114.997
2015-05-05 10:00:00,-1.12,0.82,100710,4.06,99.8,1,2.7778e-08,139.307
2015-05-05 11:00:00,-0.95,0.59,100680,4.18,100,1,1.3889e-07,106.349
2015-05-05 12:00:00,-0.42,0.26,100620,4.6,100,1,8.3334e-08,98.125
2015-05-05 13:00:00,-0.72,0.6,100520,4.99,99.6,1,1.11112e-07,74.31
2015-05-05 14:00:00,-0.66,1.92,100380,5.28,100,1,5.5556e-08,57.155
2015-05-05 15:00:00,-0.32,1.64,100280,5.14,99.9,1,5.00004e-07,45.378
2015-05-05 16:00:00,-0.47,1.96,100150,5.84,99.3,1,2.7778e-07,40.493
2015-05-05 17:00:00,-0.22,1.58,1e+05,6.27,99.3,1,5.83338e-07,24.469
2015-05-05 18:00:00,-0.62,2.08,99890,6.61,99,1,6.11116e-07,24.21
2015-05-05 19:00:00,-0.69,1.97,99840,7.28,99.2,0.938,5.83338e-07,9.295
2015-05-05 20:00:00,-0.73,1.43,99750,7.43,99.6,0.875,6.66672e-07,0.937
2015-05-05 21:00:00,-1.44,1.23,99710,7.29,99.9,0.812,1.94446e-07,0.255
2015-05-05 22:00:00,-0.82,0.76,99660,7.23,100,0.75,4.44448e-07,0.255
2015-05-05 23:00:00,-0.3,0.28,99640,6.68,100,0.688,2.50002e-07,0.255
2015-05-06 00:00:00,-0.11,0.1,99630,6.21,100,0.625,1.66668e-07,0.255
2015-05-06 01:00:00,-0.12,0.12,99620,5.45,100,0.562,2.7778e-07,0.255
2015-05-06 02:00:00,-0.59,0.71,99660,4.93,100,0.5,8.3334e-08,0.255
2015-05-06 03:00:00,-0.93,0.91,99690,5.07,100,0.438,1.11112e-07,0.348
2015-05-06 04:00:00,-1.44,0.98,99760,6.44,100,0.375,2.7778e-08,9.871
2015-05-06 05:00:00,-0.32,0.94,99850,7.08,100,0.312,0,49.144
2015-05-06 06:00:00,-0.08,0.45,99920,6.75,100,0.25,2.7778e-08,149.493
2015-05-06 07:00:00,0.44,-0.03,99910,7.89,90.3,0.312,0,386.617
2015-05-06 08:00:00,0.02,0.98,99890,9.13,73.02,0.375,0,509.731
2015-05-06 09:00:00,-2.45,1.56,99900,8.63,74.39,0.438,0,331.199
2015-05-06 10:00:00,-3.21,1.63,99890,8.51,78.67,0.5,0,311.315
2015-05-06 11:00:00,-2.98,0.33,99920,8.88,75.12,0.562,0,417.003
2015-05-06 12:00:00,-3.2,1.05,99900,8.85,74.21,0.625,0,507.097
2015-05-06 13:00:00,-3.43,1.36,99940,9.58,71.23,0.542,0,651.909
2015-05-06 14:00:00,-2.37,-0.46,99920,9.56,69.91,0.458,0,252.8
2015-05-06 15:00:00,-2.58,-0.06,99920,8.9,77.23,0.375,0,151.783
2015-05-06 16:00:00,-3.1,0.28,99950,8.38,79,0.333,0,121.918
2015-05-06 17:00:00,-2.52,0.71,100030,7.94,82.4,0.292,0,41.301
2015-05-06 18:00:00,-1.6,-0.04,100020,7.59,84.4,0.25,0,22.979
2015-05-06 19:00:00,-1.84,0.79,100080,6.97,85.6,0.312,0,11.433
2015-05-06 20:00:00,-2.51,1.44,100130,6.34,90.8,0.375,0,1.838
2015-05-06 21:00:00,-1.36,1.37,100120,5.6,95.9,0.438,1.66668e-07,0.255
2015-05-06 22:00:00,-1.72,1.47,100140,5.14,98.6,0.5,5.5556e-08,0.255
2015-05-06 23:00:00,-1.94,1.68,100120,5.02,97.4,0.562,2.7778e-08,0.255
2015-05-07 00:00:00,-1.77,1.86,100140,4.81,97.6,0.625,0,0.255
2015-05-07 01:00:00,-1.66,1.67,100140,4.66,97.6,0.688,0,0.255
2015-05-07 02:00:00,-1.1,1.09,100120,4.29,98.3,0.75,5.5556e-08,0.255
2015-05-07 03:00:00,-0.79,0.88,100110,4.2,99.3,0.812,0,0.501
2015-05-07 04:00:00,-0.82,1.57,100090,4.21,99.5,0.875,0,5.72
2015-05-07 05:00:00,-1.39,1.73,100050,4.09,100,0.938,0,40.173
2015-05-07 06:00:00,-1.25,1.94,100050,3.93,98,1,2.7778e-08,69.88
2015-05-07 07:00:00,-1.1,1.54,1e+05,4.04,98.8,1,1.11112e-07,127.528
2015-05-07 08:00:00,-1.21,1.23,99970,4.4,99,1,2.7778e-07,145.28
2015-05-07 09:00:00,-1.31,1.6,99950,4.65,99,1,1.66668e-07,106.089
2015-05-07 10:00:00,-1.54,2.16,99960,4.79,98.1,1,3.88892e-07,211.2
2015-05-07 11:00:00,-0.87,0.67,99980,4.92,97.3,1,2.7778e-08,191.742
2015-05-07 12:00:00,-1.05,0.64,99990,5.33,97.3,1,0,173.117
2015-05-07 13:00:00,-1.16,0.75,100010,5.22,98.8,0.958,2.7778e-08,142.959
2015-05-07 14:00:00,-1.08,0.57,100020,5.43,98.9,0.917,0,168.367
2015-05-07 15:00:00,-0.45,0.52,100060,5.96,97.5,0.875,2.22224e-07,180.229
2015-05-07 16:00:00,-0.06,-0.37,100130,7.32,92.7,0.833,2.7778e-08,304.48
2015-05-07 17:00:00,0.69,-0.38,100210,6.84,83.1,0.792,0,143.811
2015-05-07 18:00:00,0.92,-0.01,100250,6.21,71.24,0.75,0,65.159
2015-05-07 19:00:00,0.93,-0.24,100340,5.81,68.75,0.698,0,25.548
2015-05-07 20:00:00,0.93,-0.15,100430,4.75,69.78,0.646,0,5.108
2015-05-07 21:00:00,0.85,-0.14,100520,4.02,73.29,0.594,0,0.318
2015-05-07 22:00:00,0.77,0.01,100560,3.55,75.27,0.542,0,0.255
2015-05-07 23:00:00,0.61,0.09,100610,2.91,77.54,0.49,0,0.255
2015-05-08 00:00:00,0.48,0.16,100640,2.46,78.03,0.438,0,0.256
2015-05-08 01:00:00,0.52,0.11,100670,2.21,77.19,0.385,0,0.256
2015-05-08 02:00:00,0.46,0.09,100700,1.92,78.34,0.333,0,0.256
2015-05-08 03:00:00,0.73,-0.12,100740,2.4,74.67,0.281,0,0.949
2015-05-08 04:00:00,0.88,-0.14,100780,2.27,73.52,0.229,0,11.908
2015-05-08 05:00:00,0.77,-0.29,100830,2.58,70.94,0.177,0,39.869
2015-05-08 06:00:00,0.88,-0.35,100810,3.09,68.84,0.125,0,104.099
2015-05-08 07:00:00,1.08,-0.78,100780,4.73,61.65,0.146,0,396.224
2015-05-08 08:00:00,1.24,-0.48,100810,6,55.74,0.167,0,528.357
2015-05-08 09:00:00,0.86,-1.19,100840,6.68,52.64,0.188,0,640.765
2015-05-08 10:00:00,0.45,-1.51,100880,6.99,49.36,0.208,0,724.119
2015-05-08 11:00:00,0.18,-1.56,100910,7.21,45.82,0.229,0,757.226
2015-05-08 12:00:00,0.52,-1.57,101020,7.4,44.75,0.25,0,762.239
2015-05-08 13:00:00,0.21,-1.62,101050,7.7,45.18,0.25,0,739.593
2015-05-08 14:00:00,0.02,-1.78,101090,7.6,42.85,0.25,0,735.928
2015-05-08 15:00:00,1.19,-1.13,101150,7.68,40.19,0.25,0,559.997
2015-05-08 16:00:00,1.53,-0.73,101210,7.2,43.13,0.208,0,440.508
2015-05-08 17:00:00,1.22,-0.82,101240,6.75,42.47,0.167,0,321.925
2015-05-08 18:00:00,0.99,-0.87,101330,5.68,45.17,0.125,0,156.341
2015-05-08 19:00:00,1.22,-0.53,101440,4.33,49.61,0.115,0,22.33
2015-05-08 20:00:00,0.91,-0.17,101530,2.99,56.37,0.104,0,6.557
2015-05-08 21:00:00,0.7,-0.04,101580,1.86,62.61,0.094,0,0.405
2015-05-08 22:00:00,1.04,-0.01,101600,1.46,61.29,0.083,0,0.256
2015-05-08 23:00:00,0.58,0.09,101640,0.81,63.3,0.073,0,0.256
2015-05-09 00:00:00,0.36,0.08,101650,0.08,67.25,0.062,0,0.256
2015-05-09 01:00:00,0.42,-0.04,101690,-0.53,69.97,0.052,0,0.256
2015-05-09 02:00:00,-0.12,0.83,101740,-1.07,73.64,0.042,0,0.255
2015-05-09 03:00:00,-0.31,0.82,101760,-2.67,82.4,0.031,0,1.227
2015-05-09 04:00:00,-0.16,0.46,101790,-3.01,84.2,0.021,0,12.315
2015-05-09 05:00:00,0.06,0.09,101820,-1.97,78.75,0.01,0,32.382
2015-05-09 06:00:00,0.44,-0.14,101750,1.36,58.03,0,0,167.463
2015-05-09 07:00:00,0.59,-0.57,101710,2.87,51.58,0.146,0,415.424
2015-05-09 08:00:00,-0.87,0.46,101630,3.81,48.26,0.292,0,425.656
2015-05-09 09:00:00,-1.17,0.68,101530,4.63,45.94,0.438,0,646.633
2015-05-09 10:00:00,-1.48,1,101450,5.15,43.87,0.583,0,509.143
2015-05-09 11:00:00,-1.2,0.91,101370,5.8,40.03,0.729,0,497.745
2015-05-09 12:00:00,-1.62,1.16,101300,6.32,38.59,0.875,0,507.22
2015-05-09 13:00:00,-1.52,1.13,101270,7.19,37.28,0.917,0,677.98
2015-05-09 14:00:00,-2.5,1.19,101230,7.6,37.99,0.958,0,405.474
2015-05-09 15:00:00,-2.74,3.02,101180,7.55,40.48,1,0,268.373
2015-05-09 16:00:00,-2.47,2.03,101230,6.75,47.65,1,0,135.809
2015-05-09 17:00:00,-2.34,1.99,101260,5.54,48.89,1,0,54.789
2015-05-09 18:00:00,-1.97,2.13,101420,2.92,75.87,1,2.7778e-08,27.485
2015-05-09 19:00:00,-0.44,0.47,101430,1.01,96.5,0.938,1.3889e-07,16.714
2015-05-09 20:00:00,0.19,-0.21,101410,0.61,99.7,0.875,5.5556e-08,2.316
2015-05-09 21:00:00,0.01,-0.06,101380,0.55,100,0.812,0,0.256
2015-05-09 22:00:00,-0.03,-0.01,101380,0.52,100,0.75,2.7778e-08,0.256
2015-05-09 23:00:00,0.05,0.08,101380,0.55,100,0.688,5.5556e-08,0.256
2015-05-10 00:00:00,0,0.03,101360,0.47,100,0.625,5.5556e-08,0.256
2015-05-10 01:00:00,0.03,0.02,101370,0.5,100,0.562,8.3334e-08,0.256
2015-05-10 02:00:00,0.14,0.11,101380,0.46,100,0.5,2.7778e-08,0.256
2015-05-10 03:00:00,0.17,0.05,101380,0.62,100,0.438,2.7778e-08,0.81
2015-05-10 04:00:00,-0.01,-0.14,101430,0.58,100,0.375,0,13.133
2015-05-10 05:00:00,0.47,0.09,101470,1.17,99.9,0.312,0,50.78
2015-05-10 06:00:00,0.37,0.28,101470,1.66,98.4,0.25,0,145.35
2015-05-10 07:00:00,0.63,0.15,101460,3.35,91.7,0.292,2.7778e-08,353.393
2015-05-10 08:00:00,1.2,-0.27,101460,5.43,79.27,0.333,0,529.436
2015-05-10 09:00:00,1.81,-0.43,101470,7,63.63,0.375,0,677.325
2015-05-10 10:00:00,1.96,-0.43,101500,8.04,53.02,0.417,0,735.384
2015-05-10 11:00:00,2.14,-0.28,101550,9.09,45.26,0.458,0,720.034
2015-05-10 12:00:00,1.56,-0.45,101590,9.73,41.03,0.5,0,679.555
2015-05-10 13:00:00,0.78,-1.24,101650,10.26,38.6,0.417,0,732.137
2015-05-10 14:00:00,1.32,-0.97,101710,10.55,34.68,0.333,0,658.282
2015-05-10 15:00:00,0,-1.41,101790,10.21,35.02,0.25,0,562.144
2015-05-10 16:00:00,0.13,-1.26,101820,9.98,36.17,0.292,0,436.593
2015-05-10 17:00:00,0.85,-0.92,101850,9.64,38.17,0.333,0,307.036
2015-05-10 18:00:00,0.5,-0.86,101870,8.73,41.36,0.375,2.7778e-08,163.037
2015-05-10 19:00:00,0.39,-0.26,101940,7.16,47.73,0.427,0,25.064
2015-05-10 20:00:00,-0.07,0.6,102010,4,68.09,0.479,0,7.937
2015-05-10 21:00:00,-0.32,0.69,102020,1.17,83,0.531,0,0.421
2015-05-10 22:00:00,-0.36,0.73,102020,0.36,86.3,0.583,0,0.255
2015-05-10 23:00:00,-0.43,0.84,102000,0.68,86.4,0.635,0,0.256
2015-05-11 00:00:00,-0.4,1.01,102010,1.47,84.2,0.688,0,0.256
2015-05-11 01:00:00,-0.14,0.68,101960,2.23,82.4,0.74,0,0.256
2015-05-11 02:00:00,-0.71,0.81,101890,2.53,88.6,0.792,0,0.256
2015-05-11 03:00:00,-1.14,0.95,101790,3.44,77.13,0.844,0,0.549
2015-05-11 04:00:00,-0.9,1.4,101730,3.6,76.12,0.896,0,4.247
2015-05-11 05:00:00,-0.79,0.25,101630,3.25,84.5,0.948,0,18.572
2015-05-11 06:00:00,-1.11,1.22,101560,3.9,88.5,1,0,47.148
2015-05-11 07:00:00,-1.41,2.11,101490,3.96,92.7,1,0,24.44
2015-05-11 08:00:00,-1.75,1.66,101430,3.99,96.7,1,0,36.913
2015-05-11 09:00:00,-2.01,1.89,101380,4.43,99.7,1,0,56.161
2015-05-11 10:00:00,-2.83,1.96,101370,4.7,100,1,2.7778e-08,64.349
2015-05-11 11:00:00,-3.71,2.54,101300,5.05,100,1,0,65.851
2015-05-11 12:00:00,-3.84,3.1,101200,5.47,99.8,1,8.3334e-08,120.516
2015-05-11 13:00:00,-2.23,2.78,101150,6.02,99.8,1,1.94446e-07,53.308
2015-05-11 14:00:00,-1.14,1.42,101070,6.3,100,1,2.7778e-07,24.024
2015-05-11 15:00:00,-0.73,1.53,100970,6.5,100,1,4.72226e-07,21.043
2015-05-11 16:00:00,-1.97,2.13,100890,6.91,100,1,4.72226e-07,17.409
2015-05-11 17:00:00,-2.28,0.93,100790,7.33,100,1,3.33336e-07,9.665
2015-05-11 18:00:00,-2.26,1.38,100720,7.64,98.9,1,1.11112e-07,39.392
2015-05-11 19:00:00,-1.92,2.03,100770,7.56,98,1,0,47.436
2015-05-11 20:00:00,-1.87,1.15,100750,7.22,99,1,0,9.724
2015-05-11 21:00:00,-0.65,1.66,100750,7.06,99.3,1,0,0.454
2015-05-11 22:00:00,-1.11,1.6,100740,6.79,99.7,1,0,0.255
2015-05-11 23:00:00,-1.4,0.63,100780,6.24,98.8,1,0,0.255
2015-05-12 00:00:00,-1.04,-0.07,100740,6.07,97.6,1,0,0.255
2015-05-12 01:00:00,-0.62,0.98,100750,4.9,98.7,1,0,0.255
2015-05-12 02:00:00,-0.31,1.42,100730,4.76,99.2,1,0,0.255
2015-05-12 03:00:00,0,0.71,100670,5.33,97.8,1,0,1.32
2015-05-12 04:00:00,-1.5,1.25,100630,4.51,98.4,1,0,21.793
2015-05-12 05:00:00,-1,2.01,100580,5.55,94.6,1,0,51.677
2015-05-12 06:00:00,-2.66,2.85,100560,5.62,95.2,1,0,90.923
2015-05-12 07:00:00,-2.49,2.31,100520,5.64,95.7,0.958,0,115.818
2015-05-12 08:00:00,-2.84,2.47,100440,6.27,94.3,0.917,0,297.105
2015-05-12 09:00:00,-2.88,1.86,100400,7.28,88.3,0.875,0,347.501
2015-05-12 10:00:00,-1.87,1.64,100350,7.62,87.3,0.833,0,372.333
2015-05-12 11:00:00,-2.17,-0.08,100280,9.27,71.63,0.792,0,499.398
2015-05-12 12:00:00,-1.43,-1.11,100170,10.51,54.64,0.75,0,555.823
2015-05-12 13:00:00,-1.65,-0.7,100100,10.85,49.42,0.833,0,541.171
2015-05-12 14:00:00,-1.69,0.08,100070,10.55,49.17,0.917,0,221.144
2015-05-12 15:00:00,-1.67,-0.43,100060,9.76,55.53,1,0,157.169
2015-05-12 16:00:00,-0.99,-0.66,100030,9.11,60.26,0.958,0,126.837
2015-05-12 17:00:00,0.38,-0.32,100020,8.11,65.76,0.917,0,86.469
2015-05-12 18:00:00,0.25,-0.62,100030,8.33,64.25,0.875,0,94.979
2015-05-12 19:00:00,0.64,-0.3,100050,7.86,66.18,0.844,0,55.991
2015-05-12 20:00:00,0.56,0.03,100090,6.51,73.1,0.812,0,7.374
2015-05-12 21:00:00,0.21,-0.05,100100,5.23,77.02,0.781,0,0.558
2015-05-12 22:00:00,0.26,0.06,100130,3.56,84.2,0.75,0,0.255
2015-05-12 23:00:00,0.28,0.12,100160,3.21,82.7,0.719,0,0.255
2015-05-13 00:00:00,0.29,0.2,100200,2.13,86.6,0.688,0,0.256
2015-05-13 01:00:00,0.37,0.09,100210,3.21,77.82,0.656,0,0.256
2015-05-13 02:00:00,0.25,0.18,100250,2.17,82.1,0.625,0,0.256
2015-05-13 03:00:00,0,0.32,100250,0.46,90.5,0.594,0,1.729
2015-05-13 04:00:00,-0.29,0.8,100290,-0.15,94.8,0.562,0,16.554
2015-05-13 05:00:00,-0.09,0.55,100300,1.16,91.9,0.531,0,51.908
2015-05-13 06:00:00,0.34,0.44,100300,5.17,73.59,0.5,0,163.613
2015-05-13 07:00:00,-0.08,-0.91,100280,6.96,65.25,0.542,0,357.08
2015-05-13 08:00:00,1.22,-0.63,100270,8.53,55.43,0.583,0,521.148
2015-05-13 09:00:00,1.59,-0.07,100250,9.35,52.23,0.625,0,533.115
2015-05-13 10:00:00,1.64,-0.11,100280,10.32,49.19,0.667,0,618.966
2015-05-13 11:00:00,1.39,0.04,100330,10.58,47.79,0.708,0,409.912
2015-05-13 12:00:00,1.5,-0.05,100380,10.76,47.04,0.75,0,411.856
2015-05-13 13:00:00,1.8,0.24,100430,11.5,45.71,0.75,0,616.416
2015-05-13 14:00:00,1.52,0.11,100470,11.16,47.67,0.75,0,467.676
2015-05-13 15:00:00,1.25,-0.02,100480,10.83,49.63,0.75,0,318.937
2015-05-13 16:00:00,1.63,-0.42,100490,11.02,44.44,0.667,0,242.41
2015-05-13 17:00:00,1.73,-0.53,100560,12.11,41.49,0.583,0,324.899
2015-05-13 18:00:00,1.23,-0.28,100630,10.23,48.51,0.5,0,89.295
2015-05-13 19:00:00,0.41,-0.47,100730,9.45,49.78,0.458,0,41.983
2015-05-13 20:00:00,0.55,-0.42,100830,8.08,54.65,0.417,0,9.638
2015-05-13 21:00:00,0.61,-0.23,100910,7.18,58.46,0.375,0,0.714
2015-05-13 22:00:00,0.54,0.04,100960,6.53,61.41,0.333,0,0.255
2015-05-13 23:00:00,0.9,0.08,100980,6.64,58.56,0.292,0,0.255
2015-05-14 00:00:00,1.04,-0.46,101010,6.07,57.14,0.25,0,0.255
2015-05-14 01:00:00,-0.46,0.16,101060,3.14,74.2,0.208,0,0.255
2015-05-14 02:00:00,-0.36,0.79,101100,1.27,82.4,0.167,0,0.255
2015-05-14 03:00:00,-0.41,0.53,101170,1.25,83.3,0.125,0,2.471
2015-05-14 04:00:00,-0.23,0.3,101200,1.18,82.5,0.083,0,18.458
2015-05-14 05:00:00,0.53,-0.12,101220,3.43,60.92,0.042,0,48.325
2015-05-14 06:00:00,0.66,0.12,101210,4.63,50.41,0,0,167.013
2015-05-14 07:00:00,1.61,-0.05,101160,5.48,46.37,0.021,0,418.82
2015-05-14 08:00:00,1.34,-0.12,101110,6.56,44.33,0.042,0,548.451
2015-05-14 09:00:00,1.51,-0.22,101060,7.13,42.34,0.062,0,658.588
2015-05-14 10:00:00,1.57,0.11,101020,8.07,40.72,0.083,0,743.836
2015-05-14 11:00:00,1.38,-0.16,101000,8.65,38.48,0.104,0,607.447
2015-05-14 12:00:00,1.84,0.26,100950,9.79,36.65,0.125,0,748.995
2015-05-14 13:00:00,1.87,-0.18,100950,10.19,34.29,0.125,0,750.517
2015-05-14 14:00:00,1.69,-0.11,100940,10.92,32.94,0.125,0,572.159
2015-05-14 15:00:00,1.61,0.36,100940,10.9,34.56,0.125,0,441.463
2015-05-14 16:00:00,2,0.09,100980,11.17,34.34,0.083,0,445.804
2015-05-14 17:00:00,2.18,0.49,101090,10.22,34.54,0.042,0,312.963
2015-05-14 18:00:00,1.7,0.2,101210,8.62,37.56,0,2.7778e-08,177.019
2015-05-14 19:00:00,1.74,0.38,101300,7.07,39.4,0,0,24.563
2015-05-14 20:00:00,1.43,0.59,101410,5.77,43.05,0,0,9.58
2015-05-14 21:00:00,0.73,0.28,101510,4.58,47.23,0,0,0.938
2015-05-14 22:00:00,0.63,-0.52,101540,3.77,48.98,0,0,0.255
2015-05-14 23:00:00,-0.05,0.39,101580,1.07,64.85,0,0,0.255
2015-05-15 00:00:00,-0.24,0.62,101650,-1.21,78.41,0,0,0.256
2015-05-15 01:00:00,-0.26,0.88,101700,-2.09,82.1,0,0,0.256
2015-05-15 02:00:00,-0.3,1.02,101730,-2.3,83.1,0,0,0.257
2015-05-15 03:00:00,-0.27,1.03,101760,-2.56,83.7,0,0,2.766
2015-05-15 04:00:00,-0.38,1.18,101780,-2.5,84.6,0,0,13.399
2015-05-15 05:00:00,-0.09,0.56,101760,-1.2,76.84,0,0,30.701
2015-05-15 06:00:00,0.21,0.3,101710,2.6,56.14,0,0,169.876
2015-05-15 07:00:00,0.59,-0.22,101650,4.61,47.76,0,0,430.838
2015-05-15 08:00:00,0.9,-0.55,101560,5.59,44.03,0,0,557.152
2015-05-15 09:00:00,-0.58,-1.2,101480,6.45,42.39,0,0,662.905
2015-05-15 10:00:00,0.39,-1.13,101400,7.56,40.12,0,0,738.977
2015-05-15 11:00:00,-0.67,-1.13,101330,8.13,37.92,0,0,781.321
2015-05-15 12:00:00,-1.65,0.56,101260,9.26,35.1,0,0,781.486
2015-05-15 13:00:00,-0.27,-1.47,101210,10.63,30.52,0,0,745.155
2015-05-15 14:00:00,1,-0.64,101130,11.77,27.61,0,0,673.713
2015-05-15 15:00:00,-0.89,-0.91,101090,12.27,29.98,0,0,571.278
2015-05-15 16:00:00,-0.96,0.03,101050,12.93,31.43,0.208,0,450.663
2015-05-15 17:00:00,-1.83,0.23,101090,12.65,32.59,0.417,0,308.763
2015-05-15 18:00:00,-1.79,-0.12,101120,12.22,35.03,0.625,2.7778e-08,139.476
2015-05-15 19:00:00,-0.34,-0.55,101120,11,39.33,0.656,0,41.214
2015-05-15 20:00:00,-0.65,1.13,101180,7.99,60.02,0.688,0,16.743
2015-05-15 21:00:00,-0.7,1.27,101220,6.48,69.8,0.719,0,0.9
2015-05-15 22:00:00,-0.48,1.1,101220,3.83,83.9,0.75,0,0.255
2015-05-15 23:00:00,-0.35,1.09,101250,2.4,89.2,0.781,0,0.255
2015-05-16 00:00:00,-0.6,1.66,101270,1.73,93,0.812,0,0.255
2015-05-16 01:00:00,-0.51,1.62,101240,0.88,95.1,0.844,0,0.255
2015-05-16 02:00:00,-0.36,1.19,101210,0.33,97.5,0.875,0,0.265
2015-05-16 03:00:00,-0.23,0.94,101190,0.12,98.8,0.906,0,3.883
2015-05-16 04:00:00,-0.04,0.27,101170,1.31,98.2,0.938,0,31.251
2015-05-16 05:00:00,-0.79,0.84,101090,2.78,98,0.969,0,77.458
2015-05-16 06:00:00,-1.08,1.38,101050,3.18,97.6,1,0,68.028
2015-05-16 07:00:00,-0.92,1.27,100990,3.55,98.5,1,0,74.86
2015-05-16 08:00:00,-1.39,1.14,100950,4.28,94.6,1,0,90.867
2015-05-16 09:00:00,-1.68,1.04,100880,5.07,91.5,1,0,118.41
2015-05-16 10:00:00,-1.26,1.68,100810,5.14,95.1,1,1.11112e-07,118.133
2015-05-16 11:00:00,-2.3,1.55,100760,5.09,94,1,1.11112e-07,151.803
2015-05-16 12:00:00,-1.63,1.2,100770,4.74,89.9,1,1.94446e-07,176.07
2015-05-16 13:00:00,-1.74,1.98,100730,4.57,93.1,1,5.5556e-08,189.37
2015-05-16 14:00:00,-0.6,1.09,100720,4.59,95.5,1,2.50002e-07,65.654
2015-05-16 15:00:00,-0.57,0.47,100720,4.63,98.2,1,3.61114e-07,68.64
2015-05-16 16:00:00,0.41,-0.19,100710,4.72,99,0.917,1.66668e-07,139.49
2015-05-16 17:00:00,0.1,-0.26,100650,4.85,97.3,0.833,2.7778e-08,123.978
2015-05-16 18:00:00,0.25,-0.31,100630,5.61,94.4,0.75,0,156.723
2015-05-16 19:00:00,0.36,-0.38,100620,5.57,94.7,0.76,0,61.112
2015-05-16 20:00:00,0.38,-0.04,100700,4.8,95,0.771,0,15.217
2015-05-16 21:00:00,0.08,0.06,100720,2.85,92.6,0.781,0,0.973
2015-05-16 22:00:00,0.24,0.08,100760,2.2,91.7,0.792,0,0.255
2015-05-16 23:00:00,0.83,0.04,100770,3.02,82.9,0.802,0,0.255
2015-05-17 00:00:00,1.15,-0.15,100790,2.9,79.89,0.812,0,0.255
2015-05-17 01:00:00,1.18,-0.14,100800,2.21,86,0.823,0,0.255
2015-05-17 02:00:00,0.83,-0.19,100820,1.41,94.3,0.833,0,0.255
2015-05-17 03:00:00,0.88,-0.06,100830,0.78,97.5,0.844,2.7778e-08,0.837
2015-05-17 04:00:00,0.64,0.1,100840,0.64,97.1,0.854,2.7778e-08,10.284
2015-05-17 05:00:00,0.68,0.08,100830,1.74,87.1,0.865,0,60.305
2015-05-17 06:00:00,0.88,-0.13,100810,2.64,81.5,0.875,0,99.709
